176156	0
498807	4.385041
1172482	9.947851
1447413	10.60168
1788467	11.904814
1986922	12.52734
2033717	12.657904
2324211	13.317143
2918308	13.654437
3520754	13.766459
4778556	14.216994
4811650	14.328928
5627965	16.405178
5682223	16.522307
6809099	22.860846
6809112	22.938826
7048904	24.240232
7400522	26.556947
8796903	32.69097
9057864	32.69097
9461465	33.353717
9792570	35.160322
10005836	36.79894
10365194	38.16067
10556376	39.120743
11029317	40.143284
11193105	40.419974
11537081	40.836034
12335750	43.590333
12520610	44.523973
12717797	45.202088
13007536	46.075226
13156699	46.446248
13659835	46.67072
13796827	47.029555
15097876	50.423508
15782230	52.866568
15980603	53.61624
16325026	55.208575
16600230	56.096171
16858265	56.939992
17124023	57.585
17729906	58.756679
18324318	61.441916
19006196	64.143987
19582242	66.60551
