434712	0
1512987	7.363637
1782389	10.951648
2775749	10.951649
3370742	14.043305
3903294	14.15929
5196578	14.570846
5386239	15.900675
5643991	17.633657
5931550	19.561165
6718256	23.1773
7340898	27.326098
7724867	29.629658
7934924	31.80183
8034821	32.472271
9167906	36.595531
9575956	38.502661
10089916	39.842445
11559979	45.012841
12118475	47.450323
12439446	48.081129
12976051	50.69062
13467985	52.061558
13788227	52.51205
14035762	53.19011
14957828	56.858061
15325586	57.334027
15863233	58.96666
16437564	60.364784
16487609	60.634649
17031668	63.542114
17325108	64.708816
18060948	67.959467
18405517	70.046517
18577351	70.883368
