32807	0
488426	2.318447
768865	3.510902
1149280	4.587557
1390502	5.786131
1411467	5.786131
1699236	6.393165
3167371	8.991781
3917089	11.073256
4200550	11.435327
4359800	11.781113
6001538	15.800863
6149751	15.927527
6989379	18.229177
7644962	20.502625
8350582	25.124694
8439006	25.706856
10434922	31.883995
10653718	32.752118
12179065	39.433448
12686038	40.731873
13038240	43.218067
13859051	44.854518
14158183	45.207778
15897174	45.207778
16279095	46.289184
16913975	49.231969
17102334	49.971946
17605952	53.53436
17720368	53.762798
18300423	55.316915
18514173	56.103095
18800489	56.916672
19492844	58.695706
19780232	60.084797
21059175	62.399135
21167712	62.516395
22200580	64.825203
23381914	68.553918
23632223	69.10546
24114746	70.224185
24810967	72.973742
25143391	75.185156
25520382	76.037302
26099650	78.453958
26357422	79.379472
26404106	79.898195
27634939	84.173579
27855083	84.519169
28132789	85.083333
28172831	85.439045
29058956	89.419186
29595658	91.391892
30065751	91.933217
30269940	92.317468
30393984	92.427763
