Position	Rate
336	0.5626078
346	0.8037255
353	0.1339542
395	0.1875359
425	0.07814
497	0.1814864
528	0.0750144
603	0.0345158
766	0.058605
862	0.0101922
1414	0.0243553
1645	5.6260782
1646	0.0096172
2231	0.0442998
2358	0.058605
2454	0.0265381
2666	0.0261678
2881	0.0377589
3030	2.8130391
3032	0.0034815
4648	0.9376797
4654	0.0248942
4880	0.0525802
4987	0.0127865
5427	0.0110532
5936	0.1562799
5972	1.8753594
5975	0.0669771
6059	1.4065195
6063	0.0145753
6449	0.2250431
6474	0.043613
6603	0.0340974
6768	0.0159379
7121	0.0694578
7202	5.6260782
7203	1.8753594
7206	0.0142432
7601	0.0137894
8009	0.0305765
8193	0.0413682
8329	0.019535
8617	0.0181486
8927	0.0010492
14289	0.2009314
14317	0.0827364
14385	0.0199506
14667	0.0007548
22121	0.0282717
22320	0.0327098
22492	0.0061825
23402	0.0349446
23563	0.0598519
23657	0.0310833
23838	0.0083349
24513	0.0250048
24738	0.0097506
25315	0.1125216
25365	0.047278
25484	0.0362973
25639	0.0419857
25773	0.5114617
25784	0.015043
26158	0.0604955
26251	0.1520562
26288	0.0057585
27265	0.0242503
27497	0.0124196
27950	0.018326
28257	0.036533
28411	0.0493516
28525	0.0073447
29291	0.035163
29451	0.0535817
29556	0.0349446
29717	0.140652
29757	0.0064372
30631	0.0095035
31223	0.1041866
31277	0.2344199
31301	0.070326
31381	0.0827364
31449	0.0852436
31515	0.057409
31613	0.0092993
32218	0.0385348
32364	1.4065195
32368	0.1814864
32399	0.0592219
32494	0.11721
32542	0.0248942
32768	0.1442584
32807	0.7032598
32815	0.3516299
32831	0.8037255
32838	0.3516299
32854	0.0073736
33617	0.1480547
33655	0.0530762
33761	0.3750719
33776	0.0161206
34125	0.0255731
34345	0.0221499
34599	0.0792405
34670	0.0193336
34961	0.0065649
35818	0.0072315
36596	0.0118195
37072	0.0852554
37138	0.0189557
37437	0.0136359
37856	0.1683311
37890	0.9538763
37896	0.1601009
37932	0.0100237
38507	0.0436639
38639	0.0386821
38788	0.1176251
38837	0.0528773
38946	0.0662486
39033	0.1987459
39062	1.1527262
39067	0.1372293
39109	0.4116879
39123	0.1372293
39165	0.0072136
39964	1.4409077
39968	0.0230545
40218	0.0588588
40316	0.0410227
40457	0.0288669
40665	0.1550607
40705	3.2226566
40707	0.028467
40947	0.0034873
42965	1.0455423
42974	0.2589026
43025	0.1182065
43171	20.3210661
43172	0.441703
43227	0.0501678
43795	3.2488171
43804	30.4893632
43805	0.2766922
43920	0.2201394
44067	0.2230149
44215	2.5669092
44228	0.2104327
44389	0.1605177
44601	0.0514206
45264	0.1078857
45580	1.4204948
45604	0.4315427
45683	11.3639584
45686	0.1469477
45918	0.1456918
46152	2.0054044
46169	0.4427516
46246	2.4351339
46260	1.262662
46287	1.363675
46312	0.587791
46370	2.8409896
46382	0.1766418
46575	0.0659417
47092	0.549869
47154	1.1755819
47183	1.0653711
47215	1.217567
47243	6.818375
47248	1.4822554
47271	17.0459376
47273	4.2614844
47281	8.5229688
47285	0.5411409
47348	0.0991043
47692	0.171316
47891	0.3342341
47993	1.7943092
48012	0.3216215
48118	0.5411409
48181	0.0860906
48577	0.3551237
48673	0.1739381
48869	8.5229688
48873	0.0352189
49841	1.0653711
49873	2.6224519
49886	0.3278065
49990	0.2470426
50128	6.818375
50133	0.3246845
50238	0.2563299
50371	0.3874077
50459	0.1608107
50671	4.2614844
50679	0.0807864
51101	17.0459376
51103	0.0829486
51514	1.4822554
51537	34.0918752
51538	0.5326856
51602	0.254417
51736	17.0459376
51738	11.3639584
51741	0.2488458
51878	0.5981031
51935	3.4091875
51945	2.1307422
51961	0.1414601
52202	0.1151753
52498	0.0827473
52910	6.818375
52915	0.4870268
52985	0.8117113
53027	0.2185377
53183	0.3588618
53278	0.3588618
53373	0.2889142
53491	0.1842804
53676	0.0064986
58922	1.0330871
58955	2.8409896
58967	1.5496307
58989	0.0591873
59565	0.8741506
59604	4.2614844
59612	0.7102474
59660	1.0653711
59692	1.262662
59719	0.3478763
59817	0.1281649
60083	0.5981031
60140	0.5411409
60203	0.1039386
60531	0.3216215
60637	0.1775619
60829	0.1163545
61122	0.2913835
61239	1.262662
61266	0.7411277
61312	3.4091875
61322	3.4091875
61332	0.467012
61405	1.4204948
61429	3.7879861
61438	0.117965
61727	3.7879861
61736	5.6819792
61742	3.4091875
61752	1.311226
61778	0.1026864
62110	0.5165436
62176	0.4734983
62248	11.3639584
62251	0.9469965
62287	0.3705639
62379	3.0992614
62390	7.6853589
62395	3.2864341
62414	71.9231918
62447	36.8771728
62512	638.3977318
62516	146.7990693
62538	645.9159051
62543	140.4165011
62566	3229.5795257
62567	43.6429666
62641	215.3053017
62656	403.6974407
62664	119.6140565
62691	161.4789763
62711	230.6842518
62725	146.7990693
62747	1076.5265086
62750	230.6842518
62764	3229.5795257
62765	78.7702323
62806	49.6858389
62871	92.1590888
62906	222.4395867
62915	247.3524322
62919	18.4573744
62935	0.0720452
64173	8.1083576
64184	0.7432661
64304	12.7417048
64311	89.1919336
64312	0.4744252
64500	6.860918
64513	17.8383867
64518	0.670616
64651	0.1082426
65475	4.4595967
65495	0.5471898
65658	0.2436938
66024	0.9801311
66115	0.1300174
66801	3.430459
66827	1.1892258
66902	0.8035309
67013	1.7838387
67063	1.1148992
67143	1.1892258
67218	3.7163306
67242	2.2297983
67282	0.3511493
67536	2.9730645
67566	0.0427164
69654	4.4595967
69674	2.3471561
69712	14.8653223
69718	1.6216715
69773	3.8779102
69796	9.9102148
69805	0.4597522
69999	1.3312229
70066	1.0371155
70152	0.3685617
70394	0.2840507
70708	44.5959668
70710	7.4326611
70722	1.4621628
70783	4.2472349
70804	11.1489917
70812	2.175413
70853	1.6828667
70906	3.3034049
70933	3.3034049
70960	0.5717432
71116	0.4527509
71313	7.4326611
71325	89.1919336
71326	4.0541788
71348	0.1893672
71819	3.5676773
71844	11.1489917
71852	5.5744959
71868	4.4595967
71888	0.5681015
72045	0.959053
72138	1.0746016
72221	0.2973064
72521	0.2719266
72849	1.982043
72894	2.9730645
72924	17.8383867
72929	3.430459
72955	89.1919336
72956	2.175413
72997	1.7838387
73047	0.5373008
73213	3.5676773
73238	0.7371234
73359	3.3034049
73386	1.101135
73467	17.8383867
73472	0.4072691
73691	0.3655407
73935	1.6517025
73989	5.2465843
74006	1.6216715
74061	0.8830885
74162	12.7417048
74169	2.074231
74212	1.1290118
74291	0.2600348
74634	1.2218073
74707	0.0133882
81369	0.2914769
81675	12.7417048
81682	1.0746016
81765	1.393624
81829	2.4775537
81865	22.2979834
81869	0.5373008
82035	89.1919336
82036	5.2465843
82053	1.982043
82098	4.9551074
82116	1.415745
82179	8.1083576
82190	12.7417048
82197	0.8182746
82306	0.1099777
83117	1.4865322
83177	5.5744959
83193	4.6943123
83212	12.7417048
83219	7.4326611
83231	1.1892258
83306	9.9102148
83315	0.384448
83547	0.3086226
83836	2.3471561
83874	2.4105928
83911	0.7823854
84025	7.4326611
84037	1.982043
84082	1.4385796
84144	0.9101218
84242	17.8383867
84247	29.7306445
84250	0.6914103
84379	0.498279
84558	1.415745
84621	0.2138895
85038	29.7306445
85041	1.101135
85122	2.548341
85157	0.0923312
86123	2.2297983
86163	2.3471561
86201	0.1038323
87060	9.9102148
87069	29.7306445
87072	0.1621672
87622	2.3471561
87660	0.4415442
87862	0.7251377
87985	0.8744307
88087	5.2465843
88104	0.2711001
88433	0.335308
88699	0.1955963
89155	1.5647708
89212	14.8653223
89218	89.1919336
89219	22.2979834
89223	4.4595967
89243	0.7135355
89368	22.2979834
89372	2.6232922
89406	0.5539872
89567	1.3116461
89635	29.7306445
89638	89.1919336
89639	17.8383867
89644	8.9191934
89654	0.8919193
89754	0.4187415
89967	0.6416686
90106	0.6237198
90249	0.4207167
90461	4.5583509
90491	2.2516396
90677	6.4262664
91020	16.8260258
91151	59.5732264
91188	11.5403632
91379	169.5545675
91392	46.8980719
91439	12.8901133
91610	22.723808
91707	71.1035283
91738	2204.2093774
91739	367.3682296
91745	66.7942236
91778	31.9450634
91847	137.7630861
91863	440.8418755
91868	734.7364591
91871	734.7364591
91874	220.4209377
91884	2204.2093774
91885	129.6593751
91902	734.7364591
91905	244.912153
91914	53.7612043
91955	314.8870539
91962	551.0523443
91966	129.6593751
91983	244.912153
91992	220.4209377
92002	183.6841148
92014	110.2104689
92034	41.5888562
92087	28.2590946
92165	440.8418755
92170	91.8420574
92194	48.9824306
92239	71.1035283
92270	734.7364591
92273	275.5261722
92281	30.6140191
92353	31.0452025
92424	244.912153
92433	551.0523443
92437	84.7772837
92463	157.443527
92477	146.9472918
92492	2204.2093774
92493	440.8418755
92498	244.912153
92507	88.1683751
92532	61.2280383
92568	58.0055099
92606	95.8351903
92629	157.443527
92643	440.8418755
92648	122.4560765
92666	169.5545675
92679	551.0523443
92683	551.0523443
92687	169.5545675
92700	275.5261722
92708	183.6841148
92720	25.33574
92807	2.5110291
92866	11.396209
92879	26.5005906
92881	0.0655396
92918	0.051595
92965	0.1102258
92987	0.2020806
92999	0.0655396
93036	0.0180968
93170	0.2424967
93180	0.0449068
93234	1.2124834
93236	0.1865359
93249	0.0303121
93329	0.0104076
93562	0.1515604
93578	0.0808322
93608	0.0205506
93726	0.1732119
93740	0.0782247
93771	0.0836195
93800	0.0288687
93884	0.0621786
93923	0.0391124
93985	0.0281973
94071	0.0606242
94111	0.1515604
94127	0.0090823
94394	0.0050732
94872	0.0131079
95057	0.0494891
95106	0.051595
95153	0.0449068
95207	0.1347204
95225	0.0577373
95267	0.0203779
95386	0.026648
95477	0.0137782
95653	0.2020806
95665	0.0288687
95749	0.0113848
95962	0.046634
96014	0.2424967
96024	0.0130375
96210	0.1102258
96232	0.1154746
96253	0.1154746
96274	2.4249668
96275	0.086606
96303	1.2124834
96305	0.1347204
96323	0.1732119
96337	0.0226632
96444	0.4849934
96449	0.0336801
96521	0.0174458
96660	0.0563946
96703	0.1054333
96726	0.1276298
96745	0.0969987
96770	0.0072604
97104	0.0150619
97265	0.0085992
97547	0.005474
97990	0.0043851
98543	0.0178306
98679	0.0314931
98756	0.4041611
