Position	Rate
2843	0.0006774
4606	0.0175626
4674	0.0030007
5072	0.0137271
5159	0.0248804
5207	0.059713
5227	0.0213261
5283	0.119426
5293	0.298565
5297	0.0442319
5324	0.0284348
5366	0.1326956
5375	0.0062201
5567	0.3980867
5570	0.298565
5574	0.0114833
5678	0.0084699
5819	0.0097094
5942	0.0385245
5973	0.119426
5983	0.0050179
6221	0.0099522
6341	0.0060622
6538	0.0189565
6601	0.0477704
6626	0.1492825
6634	0.0628558
6653	0.0702506
6670	0.0291283
6711	0.0442319
6738	0.0071513
6905	0.0568695
6926	0.0173081
6995	0.0497608
7019	1.1942602
7020	0.0385245
7051	0.0120632
7150	0.0131237
7241	0.0746413
7257	0.0298565
7297	0.0097094
7420	0.0163597
7493	0.0189565
7556	0.3980867
7559	0.0277735
7602	0.015311
7680	0.0094036
7807	0.0035022
8148	0.0009797
9367	0.003492
9709	0.0322773
9746	0.0322773
9783	0.0071513
9950	0.059713
9970	0.0298565
10010	0.0143887
10093	0.0082363
10238	0.0111613
10345	0.0426521
10373	0.0025142
10848	0.0035543
11184	0.0209519
11241	0.0045757
11502	0.0065619
11684	0.0115948
11787	0.0007535
13372	0.0019017
14000	0.0995217
14012	0.0066348
14192	0.00141
15039	0.0023933
15538	0.0145641
15620	0.0025195
16094	0.0021137
16659	0.0058257
16864	0.0331739
16900	0.00517
17131	0.0918662
17144	0.0036634
17470	0.0060932
17666	0.059713
17686	0.0034616
18031	0.0373206
18063	0.0314279
18101	0.0702506
18118	0.0026958
18561	0.002045
19145	0.0011743
20162	0.0043428
20437	0.0497608
20461	0.0047018
20715	0.0015117
21505	0.0010692
22622	0.0322773
22659	0.0995217
22671	0.0011203
23737	0.0018233
24392	0.0137271
24479	0.0209519
24536	0.0013284
25435	0.011058
25543	0.0017825
26213	0.0398087
26243	0.0202417
26302	0.0002464
31149	0.0023602
31655	0.0331739
31691	0.0995217
31703	0.0071943
31869	0.0089124
32003	0.0306221
32042	0.298565
32046	0.0519244
32069	0.1990434
32075	0.0068636
32249	0.0087813
32385	0.0064208
32571	0.0497608
32595	0.0094036
32722	0.0068636
32896	0.0062527
33087	0.1990434
33093	0.0173081
33162	0.0125712
33257	0.0442319
33284	0.0065981
33465	0.0024675
33949	0.0050179
34187	0.0007988
35682	0.0010061
36869	0.0217138
36924	0.1706086
36931	0.0073267
37094	0.0023509
37602	0.0008912
38942	0.0089124
39076	0.0145641
39158	0.0007816
40686	0.0002529
45409	0.0385245
45440	0.0663478
45458	0.1990434
45464	0.0042051
45748	0.0078056
45901	0.0186603
45965	0.001164
46991	0.0165869
47063	0.0082363
47208	0.003219
47579	0.0098699
47700	0.0093302
47828	0.0029415
48234	0.0069032
48407	0.0221159
48461	0.012312
48558	0.0746413
48574	0.0101208
48692	0.0134187
48781	0.0034219
49130	0.0042959
49408	0.1706086
49415	0.1085691
49426	0.5971301
49428	0.0702506
49445	0.1085691
49456	0.1492825
49464	0.0119426
49564	0.0010155
50740	0.0010897
51836	0.0040621
52130	0.0049147
52373	1.1942602
52374	0.1706086
52381	0.1706086
52388	0.0217138
52443	1.1942602
52444	0.0117084
52546	0.1990434
52552	0.3980867
52555	0.0628558
52574	0.004327
52850	0.0054532
53069	0.0025738
53533	0.0052611
53760	0.0213261
53816	0.059713
53836	0.0032365
54205	0.001668
54921	0.0217138
54976	1.1942602
54977	0.5971301
54979	0.238852
54984	0.007857
55136	0.0145641
55218	0.0112666
55324	0.0039285
55628	0.0028987
56040	0.0037438
56359	0.0590362
56387	0.0122239
56531	0.0120343
56762	0.0043817
57863	0.0435753
58004	0.145682
58050	0.2319303
58083	0.3641668
58107	0.0233334
58534	0.0279958
58935	0.1289153
59025	0.014865
59815	0.0906957
59946	1.7660467
59953	0.0813311
60105	0.0090566
61470	0.0921204
61626	0.4278319
61667	0.0285204
62436	0.059972
63014	0.0942378
63386	0.1874676
63573	0.2676065
63704	35.0564485
63705	0.2921371
63825	0.2368679
63973	2.3370966
63988	0.3810484
64080	0.1454624
64321	17.5282242
64323	0.2596774
64458	0.1145636
64764	0.147296
65002	0.0236868
66482	0.0326106
67557	0.1677342
67766	0.1332945
68029	0.0423387
68857	35.0564485
68858	1.8450762
68877	2.6966499
68890	0.063739
69440	0.0706783
69936	11.6854828
69939	35.0564485
69940	0.193682
70121	0.1374763
70376	0.2163978
70538	0.8988833
70577	0.1196466
70870	0.1364064
71127	0.0359922
72101	0.0068018
77255	0.0454688
78026	0.0709645
78520	0.1779515
78717	1.7528224
78737	0.1407889
78986	0.0749069
79454	0.2086693
79622	0.0079892
84010	0.147296
84248	0.1524193
84478	0.0197724
86251	0.4494416
86329	0.059217
86921	7.0112897
86926	1.0016128
86961	2.6966499
86974	4.3820561
86982	4.3820561
86990	0.9225381
87028	0.0952621
87396	2.504032
87410	0.1413566
87658	5.0080641
87665	0.2337097
87815	2.6966499
87828	5.0080641
87835	35.0564485
87836	0.24515
87979	0.0671579
88501	1.1685483
88531	0.3983687
88619	3.1869499
88630	2.062144
88647	5.8427414
88653	0.1072063
88980	0.1153173
89284	0.3158239
89395	1.1685483
89425	0.0286175
90650	0.1234382
90934	0.5311583
91000	0.0286643
92223	0.6044215
92281	1.298387
92308	0.0817167
92737	0.1544337
92964	0.1156978
93267	0.0394336
94156	0.7790322
94201	1.031072
94235	0.1854839
94424	0.0869887
94827	17.5282242
94829	11.6854828
94832	0.0501523
95531	0.3505645
95631	0.1479175
95868	0.0594177
96458	0.1120014
96771	0.1298387
97041	0.8152662
97084	0.1072063
97411	35.0564485
97412	0.0903517
97800	0.3436907
97902	0.4382056
97982	0.2247208
98138	0.2996278
98255	0.1130853
98565	2.9213707
98577	0.5311583
98643	0.0569098
99259	0.2062144
99429	0.1874676
99616	5.0080641
99623	0.24515
99766	1.6693547
99787	0.8346773
99829	0.4124288
99914	0.8764112
99954	0.7967375
99998	0.4327957
100079	0.2038166
100251	0.1530849
100480	0.8550353
100521	0.4737358
100595	0.6044215
100653	0.0813375
101084	1.9475805
101102	0.055557
101733	0.0298353
102908	1.7528224
102928	1.031072
102962	0.9225381
103000	2.062144
103017	0.1013192
103363	0.2417686
103508	0.2177419
103669	2.191028
103685	1.252016
103713	0.3403539
103816	0.4737358
103890	0.9474716
103927	0.2232895
104084	0.0957826
104450	0.2124633
104615	0.1608094
104833	0.3048387
104948	3.1869499
104959	2.504032
104973	0.9737902
105009	4.3820561
105017	0.0517057
105695	0.3505645
105795	0.0416347
106637	11.6854828
106640	0.5008064
106710	0.0485546
107432	0.3338709
107537	0.4275177
107619	1.1685483
107649	0.1007369
107997	0.53933
108062	0.0570024
108677	0.1600751
108896	0.1284119
109169	0.1013192
109515	0.6150254
109572	0.0910557
109957	0.257768
110093	0.0584274
110693	0.2062144
110863	0.0533584
111520	1.4606854
111544	0.3651713
111640	0.4674193
111715	0.2558865
111852	0.2522047
111991	0.0345044
113007	0.1779515
113204	0.2368679
113352	17.5282242
113354	1.7528224
113374	0.5008064
113444	0.0077524
117966	1.7528224
117986	11.6854828
117989	0.3216188
118098	1.4022579
118123	0.0523231
118793	2.504032
118807	0.0892022
119200	3.1869499
119211	0.0657719
119744	0.3022108
119860	0.0326714
120933	0.2540322
121071	0.3983687
121159	0.0423387
121987	0.1537564
122215	0.1630532
122430	0.0167494
124523	0.1016129
124868	0.1303214
125137	0.1622984
125353	1.1685483
125383	0.0640886
125930	0.5311583
125996	1.298387
126023	1.1685483
126053	5.8427414
126059	0.5232306
126126	1.4022579
126151	1.0623166
126184	0.6491935
126238	0.6873813
126289	1.095514
126321	0.1040251
126658	33.6145587
126703	7.2315043
127481	58.3495573
127548	15.8642262
127710	0.1330138
127971	1.4465248
127995	0.7714799
128040	0.4628879
128115	0.3127621
128226	0.2691209
128355	0.4889661
128426	0.3900741
128515	2.1697872
128531	2.6705073
128544	3.4716595
128554	1.7358297
128574	0.4339574
128654	0.5510571
128717	34.7165949
128718	8.6791487
128722	1.3352536
128748	0.6676268
128800	2.4797568
128814	34.7165949
128815	0.32145
128923	0.0165238
131024	0.6807175
131075	0.6199392
131131	0.0628924
131683	0.0096731
135272	5.7860991
135278	0.3403588
135380	0.5341015
135445	1.7358297
135465	0.3306342
135570	0.1653171
135780	0.2211248
135937	0.0852988
136344	0.0297997
137509	0.9382863
137546	0.119301
137837	0.0571937
138444	0.0538242
139089	2.8930496
139101	0.4233731
139183	0.023959
