start_pos	recom_rate_perbp
2843	0.000000000006774
4606	0.000000000175626
4674	0.000000000030007
5072	0.000000000137271
5159	0.000000000248804
5207	0.000000000597130
5227	0.000000000213261
5283	0.000000001194260
5293	0.000000002985650
5297	0.000000000442319
5324	0.000000000284348
5366	0.000000001326956
5375	0.000000000062201
5567	0.000000003980867
5570	0.000000002985650
5574	0.000000000114833
5678	0.000000000084699
5819	0.000000000097094
5942	0.000000000385245
5973	0.000000001194260
5983	0.000000000050179
6221	0.000000000099522
6341	0.000000000060622
6538	0.000000000189565
6601	0.000000000477704
6626	0.000000001492825
6634	0.000000000628558
6653	0.000000000702506
6670	0.000000000291283
6711	0.000000000442319
6738	0.000000000071513
6905	0.000000000568695
6926	0.000000000173081
6995	0.000000000497608
7019	0.000000011942602
7020	0.000000000385245
7051	0.000000000120632
7150	0.000000000131237
7241	0.000000000746413
7257	0.000000000298565
7297	0.000000000097094
7420	0.000000000163597
7493	0.000000000189565
7556	0.000000003980867
7559	0.000000000277735
7602	0.000000000153110
7680	0.000000000094036
7807	0.000000000035022
8148	0.000000000009797
9367	0.000000000034920
9709	0.000000000322773
9746	0.000000000322773
9783	0.000000000071513
9950	0.000000000597130
9970	0.000000000298565
10010	0.000000000143887
10093	0.000000000082363
10238	0.000000000111613
10345	0.000000000426521
10373	0.000000000025142
10848	0.000000000035543
11184	0.000000000209519
11241	0.000000000045757
11502	0.000000000065619
11684	0.000000000115948
11787	0.000000000007535
13372	0.000000000019017
14000	0.000000000995217
14012	0.000000000066348
14192	0.000000000014100
15039	0.000000000023933
15538	0.000000000145641
15620	0.000000000025195
16094	0.000000000021137
16659	0.000000000058257
16864	0.000000000331739
16900	0.000000000051700
17131	0.000000000918662
17144	0.000000000036634
17470	0.000000000060932
17666	0.000000000597130
17686	0.000000000034616
18031	0.000000000373206
18063	0.000000000314279
18101	0.000000000702506
18118	0.000000000026958
18561	0.000000000020450
19145	0.000000000011743
20162	0.000000000043428
20437	0.000000000497608
20461	0.000000000047018
20715	0.000000000015117
21505	0.000000000010692
22622	0.000000000322773
22659	0.000000000995217
22671	0.000000000011203
23737	0.000000000018233
24392	0.000000000137271
24479	0.000000000209519
24536	0.000000000013284
25435	0.000000000110580
25543	0.000000000017825
26213	0.000000000398087
26243	0.000000000202417
26302	0.000000000002464
31149	0.000000000023602
31655	0.000000000331739
31691	0.000000000995217
31703	0.000000000071943
31869	0.000000000089124
32003	0.000000000306221
32042	0.000000002985650
32046	0.000000000519244
32069	0.000000001990434
32075	0.000000000068636
32249	0.000000000087813
32385	0.000000000064208
32571	0.000000000497608
32595	0.000000000094036
32722	0.000000000068636
32896	0.000000000062527
33087	0.000000001990434
33093	0.000000000173081
33162	0.000000000125712
33257	0.000000000442319
33284	0.000000000065981
33465	0.000000000024675
33949	0.000000000050179
34187	0.000000000007988
35682	0.000000000010061
36869	0.000000000217138
36924	0.000000001706086
36931	0.000000000073267
37094	0.000000000023509
37602	0.000000000008912
38942	0.000000000089124
39076	0.000000000145641
39158	0.000000000007816
40686	0.000000000002529
45409	0.000000000385245
45440	0.000000000663478
45458	0.000000001990434
45464	0.000000000042051
45748	0.000000000078056
45901	0.000000000186603
45965	0.000000000011640
46991	0.000000000165869
47063	0.000000000082363
47208	0.000000000032190
47579	0.000000000098699
47700	0.000000000093302
47828	0.000000000029415
48234	0.000000000069032
48407	0.000000000221159
48461	0.000000000123120
48558	0.000000000746413
48574	0.000000000101208
48692	0.000000000134187
48781	0.000000000034219
49130	0.000000000042959
49408	0.000000001706086
49415	0.000000001085691
49426	0.000000005971301
49428	0.000000000702506
49445	0.000000001085691
49456	0.000000001492825
49464	0.000000000119426
49564	0.000000000010155
50740	0.000000000010897
51836	0.000000000040621
52130	0.000000000049147
52373	0.000000011942602
52374	0.000000001706086
52381	0.000000001706086
52388	0.000000000217138
52443	0.000000011942602
52444	0.000000000117084
52546	0.000000001990434
52552	0.000000003980867
52555	0.000000000628558
52574	0.000000000043270
52850	0.000000000054532
53069	0.000000000025738
53533	0.000000000052611
53760	0.000000000213261
53816	0.000000000597130
53836	0.000000000032365
54205	0.000000000016680
54921	0.000000000217138
54976	0.000000011942602
54977	0.000000005971301
54979	0.000000002388520
54984	0.000000000078570
55136	0.000000000145641
55218	0.000000000112666
55324	0.000000000039285
55628	0.000000000028987
56040	0.000000000037438
56359	0.000000000590362
56387	0.000000000122239
56531	0.000000000120343
56762	0.000000000043817
57863	0.000000000435753
58004	0.000000001456820
58050	0.000000002319303
58083	0.000000003641668
58107	0.000000000233334
58534	0.000000000279958
58935	0.000000001289153
59025	0.000000000148650
59815	0.000000000906957
59946	0.000000017660467
59953	0.000000000813311
60105	0.000000000090566
61470	0.000000000921204
61626	0.000000004278319
61667	0.000000000285204
62436	0.000000000599720
63014	0.000000000942378
63386	0.000000001874676
63573	0.000000002676065
63704	0.000000350564485
63705	0.000000002921371
63825	0.000000002368679
63973	0.000000023370966
63988	0.000000003810484
64080	0.000000001454624
64321	0.000000175282242
64323	0.000000002596774
64458	0.000000001145636
64764	0.000000001472960
65002	0.000000000236868
66482	0.000000000326106
67557	0.000000001677342
67766	0.000000001332945
68029	0.000000000423387
68857	0.000000350564485
68858	0.000000018450762
68877	0.000000026966499
68890	0.000000000637390
69440	0.000000000706783
69936	0.000000116854828
69939	0.000000350564485
69940	0.000000001936820
70121	0.000000001374763
70376	0.000000002163978
70538	0.000000008988833
70577	0.000000001196466
70870	0.000000001364064
71127	0.000000000359922
72101	0.000000000068018
77255	0.000000000454688
78026	0.000000000709645
78520	0.000000001779515
78717	0.000000017528224
78737	0.000000001407889
78986	0.000000000749069
79454	0.000000002086693
79622	0.000000000079892
84010	0.000000001472960
84248	0.000000001524193
84478	0.000000000197724
86251	0.000000004494416
86329	0.000000000592170
86921	0.000000070112897
86926	0.000000010016128
86961	0.000000026966499
86974	0.000000043820561
86982	0.000000043820561
86990	0.000000009225381
87028	0.000000000952621
87396	0.000000025040320
87410	0.000000001413566
87658	0.000000050080641
87665	0.000000002337097
87815	0.000000026966499
87828	0.000000050080641
87835	0.000000350564485
87836	0.000000002451500
87979	0.000000000671579
88501	0.000000011685483
88531	0.000000003983687
88619	0.000000031869499
88630	0.000000020621440
88647	0.000000058427414
88653	0.000000001072063
88980	0.000000001153173
89284	0.000000003158239
89395	0.000000011685483
89425	0.000000000286175
90650	0.000000001234382
90934	0.000000005311583
91000	0.000000000286643
92223	0.000000006044215
92281	0.000000012983870
92308	0.000000000817167
92737	0.000000001544337
92964	0.000000001156978
93267	0.000000000394336
94156	0.000000007790322
