start_pos	recom_rate_perbp
218	0.000000000451510
561	0.000000017207530
570	0.000000077433885
572	0.000000014078888
583	0.000000002497867
645	0.000000009109869
662	0.000000038716943
666	0.000000012905648
678	0.000000009679236
694	0.000000077433885
696	0.000000002382581
761	0.000000051622590
764	0.000000015486777
774	0.000000038716943
778	0.000000010324518
793	0.000000051622590
796	0.000000014078888
807	0.000000000211568
1539	0.000000000832622
1725	0.000000001433961
1833	0.000000002121476
1906	0.000000000539609
2193	0.000000000399144
2581	0.000000001888631
2663	0.000000001012208
2816	0.000000000676278
3045	0.000000002311459
3112	0.000000000033449
7742	0.000000051622590
7745	0.000000000992742
7901	0.000000000521440
8198	0.000000030973554
8203	0.000000000921832
8371	0.000000038716943
8375	0.000000077433885
8377	0.000000005530992
8405	0.000000002382581
8470	0.000000077433885
8472	0.000000038716943
8476	0.000000000661828
8710	0.000000007743389
8730	0.000000000125196
9967	0.000000022123967
9974	0.000000001647529
10068	0.000000000778230
10267	0.000000005162259
10297	0.000000000637316
10540	0.000000000255557
11146	0.000000002497867
11208	0.000000038716943
11212	0.000000000762895
11415	0.000000000455493
11755	0.000000000400175
12142	0.000000002922033
12195	0.000000000584407
12460	0.000000004185615
12497	0.000000001114157
12636	0.000000003871694
12676	0.000000002670134
12734	0.000000000113456
14099	0.000000000841673
14283	0.000000000974011
14442	0.000000001935847
14522	0.000000003601576
14565	0.000000003036623
14616	0.000000000139646
15725	0.000000001800788
15811	0.000000000496371
16123	0.000000000766672
16325	0.000000000197284
17110	0.000000000161826
18067	0.000000000778230
18266	0.000000001613206
18362	0.000000000469296
18692	0.000000051622590
18695	0.000000008603765
18713	0.000000000514511
19014	0.000000000034339
23524	0.000000000283122
24071	0.000000001323656
24188	0.000000000782160
24386	0.000000025811295
24392	0.000000005530992
24420	0.000000000203506
25181	0.000000030973554
25186	0.000000003687328
25228	0.000000003295059
25275	0.000000001489113
25379	0.000000001518311
25481	0.000000000344151
25931	0.000000000167606
26855	0.000000000316703
27344	0.000000000409703
27722	0.000000005340268
27751	0.000000002538816
27812	0.000000000182843
28659	0.000000005340268
28688	0.000000154867770
28689	0.000000154867770
28690	0.000000022123967
28697	0.000000025811295
28703	0.000000006733381
28726	0.000000000400175
29113	0.000000154867770
29114	0.000000030973554
29119	0.000000009109869
29136	0.000000038716943
29140	0.000000003366691
29186	0.000000011912905
29199	0.000000000224121
29890	0.000000011912905
29903	0.000000009679236
29919	0.000000154867770
29920	0.000000007039444
29942	0.000000038716943
29946	0.000000006733381
29969	0.000000006194711
29994	0.000000003441506
30039	0.000000154867770
30040	0.000000005735843
30067	0.000000000351174
30508	0.000000002037734
30584	0.000000000999147
30739	0.000000001053522
30886	0.000000000246605
31514	0.000000000099147
33076	0.000000000427812
33438	0.000000004424793
33473	0.000000001433961
33581	0.000000000421983
33948	0.000000000860377
34128	0.000000000389115
34526	0.000000002064904
34601	0.000000001701844
34692	0.000000000707159
34911	0.000000010324518
34926	0.000000001301410
35045	0.000000002458219
35108	0.000000000363539
35534	0.000000025811295
35540	0.000000001018867
35692	0.000000004185615
35729	0.000000000584407
35994	0.000000000774339
36194	0.000000000026329
42076	0.000000004185615
42113	0.000000000766672
42315	0.000000000526761
42609	0.000000000393065
43003	0.000000000488542
43320	0.000000001025614
43471	0.000000000782160
43669	0.000000000905659
43840	0.000000006452824
43864	0.000000001489113
43968	0.000000009679236
43984	0.000000009109869
44001	0.000000000172075
44901	0.000000001130422
45038	0.000000002922033
45091	0.000000000423136
45457	0.000000009679236
45473	0.000000019358471
45481	0.000000007743389
45501	0.000000005956453
45527	0.000000002624877
45586	0.000000051622590
45589	0.000000004075468
45627	0.000000000810826
45818	0.000000003441506
45863	0.000000015486777
45873	0.000000011912905
45886	0.000000006452824
45910	0.000000025811295
45916	0.000000000679245
46144	0.000000006194711
46169	0.000000001596575
46266	0.000000008150935
46285	0.000000000782160
46483	0.000000002037734
46559	0.000000000403301
46943	0.000000051622590
46946	0.000000000586620
47210	0.000000000342628
47662	0.000000003777263
47703	0.000000005735843
47730	0.000000002346481
47796	0.000000002419809
47860	0.000000051622590
47863	0.000000002311459
47930	0.000000051622590
47933	0.000000008150935
47952	0.000000015486777
47962	0.000000077433885
47964	0.000000025811295
47970	0.000000004554934
48004	0.000000051622590
48007	0.000000002181236
48078	0.000000000980176
48236	0.000000004995735
48267	0.000000000354388
48704	0.000000000036681
52926	0.000000011912905
52939	0.000000012905648
52951	0.000000001200525
53080	0.000000014078888
53091	0.000000051622590
53094	0.000000019358471
53102	0.000000154867770
53103	0.000000019358471
53111	0.000000005956453
53137	0.000000025811295
53143	0.000000014078888
53154	0.000000000961912
53315	0.000000051622590
53318	0.000000001865877
53401	0.000000005340268
53430	0.000000003097355
53480	0.000000007743389
53500	0.000000002458219
53563	0.000000025811295
53569	0.000000002624877
53628	0.000000002419809
53692	0.000000000208436
54435	0.000000000034693
58899	0.000000003295059
58946	0.000000000676278
59175	0.000000001548678
59275	0.000000002867922
59329	0.000000009109869
59346	0.000000001182197
59477	0.000000011912905
59490	0.000000012905648
59502	0.000000003519722
59546	0.000000008603765
59564	0.000000019358471
59572	0.000000002150941
59644	0.000000002867922
59698	0.000000001323656
59815	0.000000002419809
59879	0.000000007374656
59900	0.000000030973554
59905	0.000000000530369
60197	0.000000001147169
60332	0.000000014078888
60343	0.000000002716978
60400	0.000000006733381
60423	0.000000001420805
60532	0.000000030973554
60537	0.000000003687328
60579	0.000000030973554
60584	0.000000008603765
60602	0.000000001122230
60740	0.000000001630187
60835	0.000000012905648
60847	0.000000154867770
60848	0.000000077433885
60850	0.000000000759156
61054	0.000000000202707
61818	0.000000000541496
62104	0.000000030973554
62109	0.000000051622590
62112	0.000000007743389
62132	0.000000000013628
73496	0.000000000238258
74146	0.000000000097524
75734	0.000000001447362
75841	0.000000000106074
77301	0.000000000177601
78173	0.000000003097355
78223	0.000000006452824
78247	0.000000017207530
78256	0.000000005530992
78284	0.000000002458219
78347	0.000000000219359
79053	0.000000010324518
79068	0.000000001122230
79206	0.000000000351972
79646	0.000000002150941
79718	0.000000000580029
79985	0.000000011912905
79998	0.000000002150941
80070	0.000000004185615
80107	0.000000008150935
80126	0.000000051622590
80129	0.000000038716943
80133	0.000000000528559
80426	0.000000000395071
80818	0.000000000303662
81328	0.000000000323991
81806	0.000000000250190
82425	0.000000000874959
82602	0.000000000100629
84141	0.000000000183710
84984	0.000000000604952
85240	0.000000000082773
87111	0.000000000504455
87418	0.000000000549176
87700	0.000000000619471
87950	0.000000011912905
87963	0.000000000173424
88856	0.000000000178625
89723	0.000000001259088
89846	0.000000000149198
90884	0.000000045186941
90894	0.000000025517617
90926	0.000000067098139
90943	0.000000159923175
90952	0.000000026742434
91012	0.000000067666802
91037	0.000000001983402
91937	0.000000178506218
91947	0.000000089253109
91967	0.000000297510363
91973	0.000000595020726
91976	0.000000028334320
92039	0.000000178506218
92049	0.000000029751036
92109	0.000000063752221
92137	0.000001785062178
92138	0.000000022037805
92219	0.000000892531089
92221	0.000000013945798
92349	0.000000119004145
92364	0.000000004734913
92741	0.000000002176905
93561	0.000000006514825
93835	0.000000008077204
94056	0.000000014280497
94181	0.000000019402850
94273	0.000000003380800
94801	0.000000037188795
94849	0.000000085002961
94870	0.000000017000592
94975	0.000000006176686
95264	0.000001785062178
95265	0.000000081139190
95287	0.000000012482952
95430	0.000000008077204
95651	0.000000001310618
97013	0.000000074377591
97037	0.000000008623489
97244	0.000000010625370
97412	0.000000009444773
97601	0.000000029254937
97662	0.000000045692211
97701	0.000000023001235
97778	0.000000025740586
97843	0.000000028538482
97889	0.000000016225932
97954	0.000000111511029
97962	0.000000064061249
97974	0.000000004785131
98107	0.000000078852311
98115	0.000000021535044
98144	0.000000622557468
98145	0.000000036333470
98162	0.000000011199686
98217	0.000000016195280
98255	0.000000076853059
98263	0.000000027778559
98285	0.000000000817882
99032	0.000000010182633
99092	0.000000004156177
99239	0.000000032155683
99258	0.000000055541634
99269	0.000000008369287
99342	0.000000203652657
99345	0.000000020365266
99375	0.000000203652657
99378	0.000000004019460
99530	0.000000001013197
100133	0.000000002789762
100352	0.000000005709888
100459	0.000000002166518
100741	0.000000001379138
101184	0.000000014901414
101225	0.000000050913164
101237	0.000000003320424
101421	0.000000006788422
101511	0.000000004559388
101645	0.000000043639855
101659	0.000000010533758
101717	0.000000203652657
101720	0.000000000776313
102507	0.000000006109580
102607	0.000000007187741
