start_pos	recom_rate_perbp
336	0.000000005626078
346	0.000000008037255
353	0.000000001339542
395	0.000000001875359
425	0.000000000781400
497	0.000000001814864
528	0.000000000750144
603	0.000000000345158
766	0.000000000586050
862	0.000000000101922
1414	0.000000000243553
1645	0.000000056260782
1646	0.000000000096172
2231	0.000000000442998
2358	0.000000000586050
2454	0.000000000265381
2666	0.000000000261678
2881	0.000000000377589
3030	0.000000028130391
3032	0.000000000034815
4648	0.000000009376797
4654	0.000000000248942
4880	0.000000000525802
4987	0.000000000127865
5427	0.000000000110532
5936	0.000000001562799
5972	0.000000018753594
5975	0.000000000669771
6059	0.000000014065195
6063	0.000000000145753
6449	0.000000002250431
6474	0.000000000436130
6603	0.000000000340974
6768	0.000000000159379
7121	0.000000000694578
7202	0.000000056260782
7203	0.000000018753594
7206	0.000000000142432
7601	0.000000000137894
8009	0.000000000305765
8193	0.000000000413682
8329	0.000000000195350
8617	0.000000000181486
8927	0.000000000010492
14289	0.000000002009314
14317	0.000000000827364
14385	0.000000000199506
14667	0.000000000007548
22121	0.000000000282717
22320	0.000000000327098
22492	0.000000000061825
23402	0.000000000349446
23563	0.000000000598519
23657	0.000000000310833
23838	0.000000000083349
24513	0.000000000250048
24738	0.000000000097506
25315	0.000000001125216
25365	0.000000000472780
25484	0.000000000362973
25639	0.000000000419857
25773	0.000000005114617
25784	0.000000000150430
26158	0.000000000604955
26251	0.000000001520562
26288	0.000000000057585
27265	0.000000000242503
27497	0.000000000124196
27950	0.000000000183260
28257	0.000000000365330
28411	0.000000000493516
28525	0.000000000073447
29291	0.000000000351630
29451	0.000000000535817
29556	0.000000000349446
29717	0.000000001406520
29757	0.000000000064372
30631	0.000000000095035
31223	0.000000001041866
31277	0.000000002344199
31301	0.000000000703260
31381	0.000000000827364
31449	0.000000000852436
31515	0.000000000574090
31613	0.000000000092993
32218	0.000000000385348
32364	0.000000014065195
32368	0.000000001814864
32399	0.000000000592219
32494	0.000000001172100
32542	0.000000000248942
32768	0.000000001442584
32807	0.000000007032598
32815	0.000000003516299
32831	0.000000008037255
32838	0.000000003516299
32854	0.000000000073736
33617	0.000000001480547
33655	0.000000000530762
33761	0.000000003750719
33776	0.000000000161206
34125	0.000000000255731
34345	0.000000000221499
34599	0.000000000792405
34670	0.000000000193336
34961	0.000000000065649
35818	0.000000000072315
36596	0.000000000118195
37072	0.000000000852554
37138	0.000000000189557
37437	0.000000000136359
37856	0.000000001683311
37890	0.000000009538763
37896	0.000000001601009
37932	0.000000000100237
38507	0.000000000436639
38639	0.000000000386821
38788	0.000000001176251
38837	0.000000000528773
38946	0.000000000662486
39033	0.000000001987459
39062	0.000000011527262
39067	0.000000001372293
39109	0.000000004116879
39123	0.000000001372293
39165	0.000000000072136
39964	0.000000014409077
39968	0.000000000230545
40218	0.000000000588588
40316	0.000000000410227
40457	0.000000000288669
40665	0.000000001550607
40705	0.000000032226566
40707	0.000000000284670
40947	0.000000000034873
42965	0.000000010455423
42974	0.000000002589026
43025	0.000000001182065
43171	0.000000203210661
43172	0.000000004417030
